1,पातोत्पातः,संज्ञा,उत्थान-पतन,,,,
1,सद्वृत्तः,संज्ञा,सदाचारी,,,,
1,दुराचारः,संज्ञा,दुराचारी,,,,
1,वैधेयः,संज्ञा,मूर्ख,,,,
1,बुभुक्षितः,संज्ञा,भूखा,,,,
1,मल्लः,संज्ञा,पहलवान,,,,
1,अनुभू,धातु,अनुभव होना,,,,
1,प्रभू,धातु,प्रकट होना,समर्थ होना,अधिकार होना,बराबर होना,समाना
1,पराभू,धातु,हराना,,,,
1,परिभू,धातु,तिरस्कृत करना,,,,
1,अभिभू,धातु,हराना,दबाना,,,
1,सम्भू,धातु,उत्पन्न होना,,,,
1,उद्भू,धातु,पैदा होना,,,,
1,आविर्भू,धातु,प्रकट होना,,,,
1,तिरोभू,धातु,छिप जाना,,,,
1,प्रादुर्भू,धातु,जन्म लेना,,,,
1,अर्ह्,धातु,योग्य होना,,,,
1,परिहस्,धातु,हँसी करना,,,,
1,प्रलप,धातु,बकवाद करना,,,,
1,परमार्थतः,अव्यय,सत्य,ठीक,,,
1,नाम,अव्यय,निश्चय से,,,,
1,मधुरम्,विशेषण,मीठा,,,,
1,तीव्रम्,विशेषण,तेज,,,,
2,गृहम्,संज्ञा,घर,,,,
2,नियोगः,संज्ञा,आज्ञा,निर्धारित कार्य,,,
2,शिलापट्टः,संज्ञा,शिला,,,,
2,अर्थप्रतिपत्तिः,संज्ञा,अर्थज्ञान,,,,
2,अनुष्ठा,धातु,करना,,,,
2,अधिवस्,धातु,रहना,,,,
2,उपवस्,धातु,उपवास करना,रहना,,,
2,दण्डि,धातु,दण्ड देना,,,,
2,अवचि,धातु,चुनना,,,,
2,मुष्,धातु,चुराना,,,,
2,तावत्,अव्यय,तो,जरा,,,
2,मुहूर्तम्,अव्यय,थोड़ी देर,,,,
2,जोषम्,अव्यय,चुप,,,,
2,अन्तरा,अव्यय,बीच में,,,,
2,अन्तरेण,अव्यय,बिना,बारे में,,,
2,किम् नु,अव्यय,क्या,,,,
2,अनु,अव्यय,बाद में,घटिया,किनारे,,
2,उप,अव्यय,समीप,घटिया,,,
2,अति,अव्यय,बढ़कर,,,,
2,अभि,अव्यय,समीप,,,,
2,दिवा,अव्यय,दिन में,,,,
2,नक्तम्,अव्यय,रात में,,,,
2,वाचंयमः,विशेषण,मौन,मुनि,,,
2,अब्रह्मण्यम्,विशेषण,अनर्थ,,,,
2,सकुसुमास्तरणम्,विशेषण,फूल के बिस्तर से युक्त,,,,
3,शिखा,संज्ञा,चोटी,,,,
3,संचिका,संज्ञा,कापी,,,,
3,लेखनी,संज्ञा,होल्डर,,,,
3,कौमुदी,संज्ञा,चाँदनी,,,,
3,प्राघुणिकः,संज्ञा,अतिथि,पाहुन,,,
3,आतिथेयः,संज्ञा,अतिथि-सत्कारकर्ता,,,,
3,कूर्चम्,संज्ञा,दाढ़ी,,,,
3,गम्,धातु,जाना,बीतना,प्राप्त होना,,
3,आगम्,धातु,आना,,,,
3,अनुगम्,धातु,पीछे जाना,,,,
3,अवगम्,धातु,जानना,,,,
3,अधिगम्,धातु,प्राप्त करना,जानना,,,
3,अभ्युपगम्,धातु,स्वीकार करना,,,,
3,अभ्यागम्,धातु,आना,,,,
3,प्रत्यागम्,धातु,लौटकर आना,,,,
3,निर्गम्,धातु,निकलना,,,,
3,संगम्,धातु,मिलना,,,,
3,उदगम्,धातु,निकलना,उड़ना,,,
3,अपगम्,धातु,नष्ट होना,,,,
3,उपगम्,धातु,हपास जाना,,,,
3,परागम्,धातु,लौटना,,,,
3,प्रत्युद्गम्,धातु,स्वागतार्थ जाना,,,,
3,समधिगम्,धातु,पाना,जानना,,,
3,ताडि,धातु,मारना,,,,
3,असंस्तुतम्,विशेषण,अपरिचित,,,,
4,गिरिः,संज्ञा,पर्वत,,,,
4,पदातिः,संज्ञा,पैदल चलने वाला,,,,
4,भूपतिः,संज्ञा,राजा,,,,
4,पविः,संज्ञा,वज्र,,,,
4,निर्बन्धः,संज्ञा,आग्रह,ज़िद,,,
4,परिदेवनम्,संज्ञा,रोना,,,,
4,वाष्पम्,संज्ञा,भाप,,,,
4,कल्याणाभिनिवेशिन्,संज्ञा,कल्याण का इच्छुक,,,,
4,चर्,धातु,घूमना,चरना,करना,,
4,आचर्,धातु,व्यवहार करना,,,,
4,अनुचर्,धातु,पीछे चलना,,,,
4,संचर्,धातु,घूमना,,,,
4,विचर्,धातु,विचरण करना,,,,
4,उच्चर्,धातु,उठना,उल्लंघन करना,,,
4,उपचर्,धातु,सेवा करना,,,,
4,प्रचर्,धातु,प्रचार होना,,,,
4,अनुहृ,धातु,सदृश होना,,,,
4,संवद्,धातु,संवाद करना,सदृश होना,,,
4,शप्,धातु,शपथ लेना,,,,
4,योजि,धातु,मिलाना,,,,
4,अलम्,अव्यय,बस,,,,
4,कृतम्,अव्यय,बस,,,,
4,किम्,अव्यय,क्या,क्या लाभ,,,
4,नष्टाशङ्कः,विशेषण,निर्भय,,,,
4,मुग्धा,विशेषण,भोली-भाली,,,,
5,साधुः,संज्ञा,सज्जन,,,,
5,मृत्युः,संज्ञा,मृत्यु,,,,
5,पांसुः,संज्ञा,धूल,,,,
5,असुः,संज्ञा,प्राण,,,,
5,सानुः,संज्ञा,शिखर,,,,
5,सद्,धातु,बैठना,खिन्न होना,,,
5,प्रसद्,धातु,प्रसन्न होना,स्वच्छ होना,सफल होना,,
5,विषद्,धातु,दुःखित होना,,,,
5,आसद्,धातु,पहुँचना,,,,
5,प्रत्यासद्,धातु,समीप आना,,,,
5,निषद्,धातु,बैठना,,,,
5,अवसद्,धातु,नष्ट होना,,,,
5,उत्सद्,धातु,नष्ट होना,,,,
5,उपसद्,धातु,पास जाना,,,,
5,स्वद्,धातु,अच्छा लगना,,,,
5,प्रतिश्रु,धातु,प्रतिज्ञा करना,,,,
5,अवहननम्,धातु,कूटना,,,,
5,कृते,अव्यय,लिए,,,,
5,प्रांशुः,विशेषण,ऊँचा,,,,
5,आगन्तुः,विशेषण,आगन्तुक,,,,
5,प्रभविष्णुः,विशेषण,समर्थ,स्वामी,,,
5,स्पृहयालुः,विशेषण,इच्छुक,,,,
5,द्वित्राः,विशेषण,दो-तीन,,,,
5,पञ्चषाः,विशेषण,पाँच-छः,,,,
6,क्रमेलकः,संज्ञा,उँट,,,,
6,निसर्गः,संज्ञा,स्वभाव,,,,
6,प्रवृत्तिः,संज्ञा,समाचार,,,,
6,विसृष्टिः,संज्ञा,छुट्टी,,,,
6,कुलक्रमम्,संज्ञा,कुल परम्परा,,,,
6,शासनम्,संज्ञा,आज्ञा,,,,
6,धामन्,संज्ञा,स्थान,,,,
6,वृत्,धातु,होना,बर्ताव करना,,,
6,प्रवृत्,धातु,लगना,चलना,,,
6,अनुवृत्,धातु,पीछे चलना,,,,
6,निवृत्,धातु,लौटना,,,,
6,अभिवृत्,धातु,पास आना,,,,
6,अतिवृत्,धातु,उल्लंघन करना,बीतना,,,
6,आवृत्,धातु,लौटकर आना,,,,
6,आवर्ति,धातु,फेरना,दुहराना,,,
6,परिवृत्,धातु,चक्कर खाना,,,,
6,आशङ्क्,धातु,आशंका करना,,,,
6,विप्रलभ्,धातु,ठगना,,,,
6,आशंस्,धातु,आशा करना,,,,
6,स्पन्द्,धातु,फड़कना,,,,
6,घट्,धातु,घटना होना,,,,
6,परिणम्,धातु,बदलना,,,,
6,उभयथा,अव्यय,दोनों प्रकार से,,,,
6,वृथा,अव्यय,व्यर्थ ही,,,,
6,अद्यत्वे,अव्यय,आजकल,,,,
7,लोकापवादः,संज्ञा,अफवाह,,,,
7,अभिजनः,संज्ञा,कुलीन,,,,
7,अङ्गुलीयकम्,संज्ञा,अँगूठी,,,,
7,वचनीयम्,संज्ञा,निन्दा,,,,
7,संगतम्,संज्ञा,मित्रता,,,,
7,गोमयम्,संज्ञा,गोबर,,,,
7,वयस्,संज्ञा,आयु,,,,
7,ईक्ष्,धातु,देखना,परवाह करना,,,
7,अपेक्ष्,धातु,प्रतीक्षा करना,ध्यान रखना,,,
7,अवेक्ष्,धातु,देखना,सोचना,रक्षा करना,,
7,उपेक्ष्,धातु,उपेक्षा करना,,,,
7,निरीक्ष्,धातु,ध्यान से देखना,ढ़ूँढ़ना,,,
7,परीक्ष्,धातु,परीक्षा करना,,,,
7,प्रतीक्ष्,धातु,प्रतीक्षा करना,,,,
7,प्रेक्ष्,धातु,देखना,,,,
7,समीक्ष्,धातु,देखना,समीक्षा करना,,,
7,भ्रंश्,धातु,गिरना,,,,
7,पराजि,धातु,हारना,हराना,,,
7,त्रै,धातु,रक्षा करना,,,,
7,रहः,अव्यय,एकान्त में,,,,
7,सदसत्,अव्यय,उचित-अनुचित,,,,
7,सज्जः,विशेषण,तैयार,,,,
7,तीक्ष्णम्,विशेषण,तीव्र,उग्र,,,
7,योत्स्यमानः,विशेषण,लड़ने का इच्छुक,,,,
7,कामवृत्तिः,विशेषण,स्वेच्छाचारी,,,,
8,हुतवहः,संज्ञा,आग,,,,
8,मरालः,संज्ञा,हंस,,,,
8,अवकरः,संज्ञा,कूड़ा,,,,
8,मानसम्,संज्ञा,मन,मानसरोवर,,,
8,जाड्यम्,संज्ञा,मूर्खता,,,,
8,अकिंचित्करत्वम्,संज्ञा,तुच्छता,,,,
8,संनिधानम्,संज्ञा,समीपता,,,,
8,अवज्ञा,संज्ञा,तिरस्कार,,,,
8,अनुपलब्धिः,संज्ञा,अप्राप्ति,,,,
8,मन्त्र्,धातु,मन्त्रणा करना,कहना,,,
8,आमन्त्र्,धातु,विदाई लेना,बुलाना,,,
8,निमन्त्र्,धातु,न्योता देना,,,,
